Date,Price,Yield_MA7
1/4/2023,189.52,0.25
1/5/2023,189.64,0.25
1/6/2023,189.76,0.26
1/7/2023,189.89,0.26
1/8/2023,190.01,0.26
1/9/2023,190.13,0.26
1/10/2023,190.25,0.26
1/11/2023,190.37,0.26
1/12/2023,190.50,0.26
1/13/2023,190.62,0.27
1/14/2023,190.75,0.27
1/15/2023,190.87,0.27
1/16/2023,190.99,0.27
1/17/2023,191.11,0.27
1/18/2023,191.24,0.27
1/19/2023,191.36,0.27
1/20/2023,191.50,0.27
1/21/2023,191.63,0.27
1/22/2023,191.76,0.27
1/23/2023,191.89,0.28
1/24/2023,192.01,0.28
1/25/2023,192.12,0.27
1/26/2023,192.26,0.27
1/27/2023,192.36,0.27
1/28/2023,192.49,0.26
1/29/2023,192.61,0.26
1/30/2023,192.72,0.26
1/31/2023,192.84,0.25
2/1/2023,192.97,0.26
2/2/2023,193.09,0.25
2/3/2023,193.18,0.25
2/4/2023,193.29,0.24
2/5/2023,193.40,0.24
2/6/2023,193.52,0.24
2/7/2023,193.64,0.24
2/8/2023,193.75,0.24
2/9/2023,193.87,0.23
2/10/2023,193.99,0.24
2/11/2023,194.10,0.24
2/12/2023,194.22,0.24
2/13/2023,194.33,0.24
2/14/2023,194.45,0.24
2/15/2023,194.56,0.24
2/16/2023,194.68,0.24
2/17/2023,194.80,0.24
2/18/2023,194.91,0.24
2/19/2023,195.03,0.24
2/20/2023,195.15,0.24
2/21/2023,195.26,0.24
2/22/2023,195.38,0.25
2/23/2023,195.50,0.25
2/24/2023,195.62,0.24
2/25/2023,195.72,0.24
2/26/2023,195.85,0.24
2/27/2023,195.97,0.24
2/28/2023,196.09,0.25
3/1/2023,196.19,0.24
3/2/2023,196.32,0.24
3/3/2023,196.44,0.24
3/4/2023,196.55,0.24
3/5/2023,196.67,0.24
3/6/2023,196.81,0.25
3/7/2023,196.90,0.24
3/8/2023,197.00,0.24
3/9/2023,197.12,0.24
3/10/2023,197.24,0.24
3/11/2023,197.34,0.23
3/12/2023,197.41,0.21
3/13/2023,197.48,0.19
3/14/2023,197.57,0.19
3/15/2023,197.65,0.18
3/16/2023,197.73,0.17
3/17/2023,197.80,0.16
3/18/2023,197.91,0.16
3/19/2023,197.99,0.17
3/20/2023,198.09,0.18
3/21/2023,198.18,0.17
3/22/2023,198.28,0.18
3/23/2023,198.36,0.18
3/24/2023,198.46,0.19
3/25/2023,198.55,0.18
3/26/2023,198.63,0.18
3/27/2023,198.73,0.18
3/28/2023,198.82,0.18
3/29/2023,198.91,0.18
3/30/2023,199.01,0.19
3/31/2023,199.13,0.19
4/1/2023,199.23,0.20
4/2/2023,199.33,0.20
4/3/2023,199.43,0.20
4/4/2023,199.53,0.20
4/5/2023,199.63,0.21
4/6/2023,199.74,0.21
4/7/2023,199.84,0.20
4/8/2023,199.94,0.20
4/9/2023,200.03,0.20
4/10/2023,200.12,0.20
4/11/2023,200.20,0.19
4/12/2023,200.25,0.18
4/13/2023,200.31,0.16
4/14/2023,200.37,0.15
4/15/2023,200.42,0.13
4/16/2023,200.46,0.12
4/17/2023,200.51,0.11
4/18/2023,200.56,0.10
4/19/2023,200.61,0.10
4/20/2023,200.66,0.10
4/21/2023,200.72,0.10
4/22/2023,200.77,0.10
4/23/2023,200.80,0.09
4/24/2023,200.84,0.09
4/25/2023,200.86,0.08
4/26/2023,200.89,0.07
4/27/2023,200.92,0.07
4/28/2023,200.95,0.06
4/29/2023,200.98,0.06
4/30/2023,201.00,0.05
5/1/2023,201.03,0.05
5/2/2023,201.05,0.05
5/3/2023,201.08,0.05
5/4/2023,201.10,0.05
5/5/2023,201.13,0.05
5/6/2023,201.16,0.05
5/7/2023,201.19,0.05
5/8/2023,201.21,0.05
5/9/2023,201.23,0.05
5/10/2023,201.25,0.05
5/11/2023,201.27,0.04
5/12/2023,201.28,0.04
5/13/2023,201.30,0.04
5/14/2023,201.33,0.04
5/15/2023,201.39,0.05
5/16/2023,201.47,0.06
5/17/2023,201.54,0.08
5/18/2023,201.62,0.10
5/19/2023,201.71,0.12
5/20/2023,201.80,0.14
5/21/2023,201.89,0.15
5/22/2023,201.98,0.17
5/23/2023,202.08,0.17
5/24/2023,202.16,0.17
5/25/2023,202.26,0.18
5/26/2023,202.36,0.18
5/27/2023,202.45,0.18
5/28/2023,202.53,0.18
5/29/2023,202.62,0.18
5/30/2023,202.72,0.18
5/31/2023,202.82,0.18
6/1/2023,202.90,0.18
6/2/2023,203.01,0.18
6/3/2023,203.11,0.18
6/4/2023,203.20,0.19
6/5/2023,203.30,0.19
6/6/2023,203.40,0.19
6/7/2023,203.49,0.19
6/8/2023,203.59,0.19
6/9/2023,203.69,0.19
6/10/2023,203.78,0.19
6/11/2023,203.88,0.19
6/12/2023,203.97,0.19
6/13/2023,204.07,0.19
6/14/2023,204.17,0.19
6/15/2023,204.27,0.19
6/16/2023,204.38,0.19
6/17/2023,204.47,0.19
6/18/2023,204.58,0.20
6/19/2023,204.65,0.19
6/20/2023,204.75,0.19
6/21/2023,204.85,0.19
6/22/2023,204.94,0.18
6/23/2023,205.04,0.18
6/24/2023,205.14,0.18
6/25/2023,205.23,0.18
6/26/2023,205.34,0.19
6/27/2023,205.45,0.20
6/28/2023,205.56,0.20
6/29/2023,205.66,0.20
6/30/2023,205.77,0.20
7/1/2023,205.88,0.21
7/2/2023,205.99,0.21
7/3/2023,206.09,0.21
7/4/2023,206.14,0.19
7/5/2023,206.22,0.18
7/6/2023,206.31,0.18
7/7/2023,206.41,0.18
7/8/2023,206.47,0.16
7/9/2023,206.54,0.15
7/10/2023,206.59,0.14
7/11/2023,206.67,0.14
7/12/2023,206.72,0.14
7/13/2023,206.78,0.13
7/14/2023,206.85,0.12
7/15/2023,206.93,0.12
7/16/2023,206.98,0.12
7/17/2023,207.05,0.12
7/18/2023,207.11,0.12
7/19/2023,207.16,0.12
7/20/2023,207.23,0.12
7/21/2023,207.29,0.12
7/22/2023,207.35,0.11
7/23/2023,207.41,0.11
7/24/2023,207.45,0.11
7/25/2023,207.50,0.10
7/26/2023,207.56,0.10
7/27/2023,207.62,0.10
7/28/2023,207.68,0.10
7/29/2023,207.73,0.10
7/30/2023,207.79,0.10
7/31/2023,207.86,0.11
8/1/2023,207.93,0.11
8/2/2023,208.00,0.12
8/3/2023,208.07,0.12
8/4/2023,208.15,0.13
8/5/2023,208.24,0.14
8/6/2023,208.33,0.14
8/7/2023,208.42,0.15
8/8/2023,208.50,0.15
8/9/2023,208.61,0.17
8/10/2023,208.72,0.18
8/11/2023,208.82,0.18
8/12/2023,208.89,0.18
8/13/2023,209.02,0.19
8/14/2023,209.11,0.19
8/15/2023,209.21,0.19
8/16/2023,209.33,0.20
8/17/2023,209.44,0.20
8/18/2023,209.53,0.19
8/19/2023,209.63,0.20
8/20/2023,209.73,0.19
8/21/2023,209.84,0.20
8/22/2023,209.94,0.20
8/23/2023,210.04,0.19
8/24/2023,210.15,0.19
8/25/2023,210.23,0.19
8/26/2023,210.35,0.19
8/27/2023,210.47,0.20
8/28/2023,210.57,0.20
8/29/2023,210.67,0.20
8/30/2023,210.78,0.20
8/31/2023,210.89,0.20
9/1/2023,210.99,0.21
9/2/2023,211.09,0.20
9/3/2023,211.20,0.20
9/4/2023,211.29,0.20
9/5/2023,211.38,0.19
9/6/2023,211.47,0.18
9/7/2023,211.56,0.18
9/8/2023,211.66,0.18
9/9/2023,211.77,0.18
9/10/2023,211.88,0.18
9/11/2023,211.98,0.18
9/12/2023,212.08,0.19
9/13/2023,212.18,0.19
9/14/2023,212.30,0.20
9/15/2023,212.40,0.20
9/16/2023,212.50,0.20
9/17/2023,212.61,0.20
9/18/2023,212.73,0.20
9/19/2023,212.82,0.20
9/20/2023,212.92,0.20
9/21/2023,213.04,0.20
9/22/2023,213.15,0.20
9/23/2023,213.25,0.20
9/24/2023,213.38,0.21
9/25/2023,213.49,0.20
9/26/2023,213.57,0.20
9/27/2023,213.69,0.21
9/28/2023,213.81,0.21
9/29/2023,213.92,0.20
9/30/2023,214.03,0.21
10/1/2023,214.15,0.21
10/2/2023,214.24,0.20
10/3/2023,214.36,0.21
10/4/2023,214.47,0.21
10/5/2023,214.55,0.20
10/6/2023,214.67,0.20
10/7/2023,214.79,0.20
10/8/2023,214.88,0.19
10/9/2023,214.98,0.20
10/10/2023,215.06,0.18
10/11/2023,215.15,0.18
10/12/2023,215.23,0.18
10/13/2023,215.33,0.17
10/14/2023,215.44,0.17
10/15/2023,215.53,0.17
10/16/2023,215.65,0.18
10/17/2023,215.75,0.18
10/18/2023,215.86,0.19
10/19/2023,215.97,0.20
10/20/2023,216.06,0.19
10/21/2023,216.15,0.19
10/22/2023,216.27,0.20
10/23/2023,216.37,0.19
10/24/2023,216.47,0.19
10/25/2023,216.60,0.20
10/26/2023,216.70,0.19
10/27/2023,216.82,0.20
10/28/2023,216.93,0.21
10/29/2023,217.05,0.21
10/30/2023,217.17,0.21
10/31/2023,217.28,0.21
11/1/2023,217.39,0.21
11/2/2023,217.49,0.21
11/3/2023,217.61,0.21
11/4/2023,217.72,0.21
11/5/2023,217.83,0.21
11/6/2023,217.95,0.21
11/7/2023,218.05,0.20
11/8/2023,218.16,0.20
11/9/2023,218.25,0.20
11/10/2023,218.34,0.19
11/11/2023,218.44,0.19
11/12/2023,218.55,0.19
11/13/2023,218.65,0.18
11/14/2023,218.76,0.19
11/15/2023,218.86,0.18
11/16/2023,218.98,0.19
11/17/2023,219.08,0.19
11/18/2023,219.20,0.20
11/19/2023,219.31,0.20
11/20/2023,219.41,0.20
11/21/2023,219.53,0.20
11/22/2023,219.65,0.20
11/23/2023,219.77,0.21
11/24/2023,219.86,0.20
11/25/2023,219.95,0.20
11/26/2023,220.02,0.18
11/27/2023,220.11,0.18
11/28/2023,220.21,0.17
11/29/2023,220.29,0.17
11/30/2023,220.38,0.16
12/1/2023,220.49,0.16
12/2/2023,220.59,0.16
12/3/2023,220.70,0.17
12/4/2023,220.81,0.18
12/5/2023,220.93,0.18
12/6/2023,221.01,0.18
12/7/2023,221.09,0.18
12/8/2023,221.17,0.17
12/9/2023,221.24,0.17
12/10/2023,221.34,0.16
12/11/2023,221.42,0.15
12/12/2023,221.51,0.15
12/13/2023,221.61,0.15
12/14/2023,221.68,0.15
12/15/2023,221.78,0.15
12/16/2023,221.85,0.15
12/17/2023,221.94,0.15
12/18/2023,222.03,0.15
12/19/2023,222.11,0.15
12/20/2023,222.19,0.15
12/21/2023,222.26,0.15
12/22/2023,222.35,0.14
12/23/2023,222.43,0.14
12/24/2023,222.52,0.15
12/25/2023,222.61,0.15
12/26/2023,222.70,0.15
12/27/2023,222.80,0.15
12/28/2023,222.89,0.16
12/29/2023,222.94,0.15
12/30/2023,223.00,0.14
12/31/2023,223.09,0.14
1/1/2024,223.15,0.14
1/2/2024,223.25,0.14
1/3/2024,223.32,0.13
1/4/2024,223.40,0.13
1/5/2024,223.47,0.13
1/6/2024,223.54,0.14
1/7/2024,223.60,0.12
1/8/2024,223.66,0.13
1/9/2024,223.73,0.12
1/10/2024,223.79,0.12
1/11/2024,223.86,0.11
1/12/2024,223.91,0.11
1/13/2024,223.97,0.11
1/14/2024,224.01,0.10
1/15/2024,224.06,0.10
1/16/2024,224.11,0.09
1/17/2024,224.15,0.09
1/18/2024,224.20,0.08
1/19/2024,224.26,0.09
1/20/2024,224.30,0.08
1/21/2024,224.37,0.09
1/22/2024,224.43,0.09
1/23/2024,224.52,0.10
1/24/2024,224.60,0.11
1/25/2024,224.67,0.12
1/26/2024,224.77,0.13
1/27/2024,224.84,0.14
1/28/2024,224.93,0.14
1/29/2024,225.03,0.15
1/30/2024,225.11,0.15
1/31/2024,225.18,0.14
2/1/2024,225.22,0.14
2/2/2024,225.30,0.13
2/3/2024,225.35,0.13
2/4/2024,225.42,0.12
2/5/2024,225.47,0.11
2/6/2024,225.55,0.11
2/7/2024,225.63,0.11
2/8/2024,225.71,0.12
2/9/2024,225.79,0.12
2/10/2024,225.85,0.12
2/11/2024,225.93,0.13
2/12/2024,225.98,0.13
2/13/2024,226.04,0.12
2/14/2024,226.09,0.11
2/15/2024,226.14,0.10
2/16/2024,226.16,0.09
2/17/2024,226.16,0.07
2/18/2024,226.17,0.06
2/19/2024,226.23,0.06
2/20/2024,226.32,0.07
2/21/2024,226.38,0.07
2/22/2024,226.46,0.08
2/23/2024,226.52,0.09
2/24/2024,226.58,0.10
2/25/2024,226.62,0.11
2/26/2024,226.67,0.11
2/27/2024,226.72,0.09
2/28/2024,226.76,0.09
2/29/2024,226.77,0.07
3/1/2024,226.81,0.07
3/2/2024,226.86,0.07
3/3/2024,226.89,0.06
3/4/2024,226.93,0.06
3/5/2024,226.96,0.06
3/6/2024,226.98,0.05
3/7/2024,227.01,0.06
3/8/2024,227.03,0.05
3/9/2024,227.05,0.04
